"token","embedding1","embedding2","embedding3","embedding4","embedding5","embedding6","embedding7","embedding8","embedding9","embedding10","embedding11","embedding12","embedding13","embedding14","embedding15","embedding16","embedding17","embedding18","embedding19","embedding20","embedding21","embedding22","embedding23","embedding24","embedding25","embedding26","embedding27","embedding28","embedding29","embedding30","embedding31","embedding32"
"aid","-0.3129116","0.41621628","-0.39745042","0.54802454","0.22326608","0.051371284","-0.08718661","0.2858987","-0.66628","0.05973956","0.0126781985","0.26600224","-0.2571321","-0.4166001","-0.58273566","0.5340883","0.34961036","0.23097165","-0.30423567","-0.39639318","0.3275931","0.0018188693","-0.3224165","-0.19977802","-0.5373688","-0.46643737","0.7389405","-0.516788","-0.17605276","-0.14050543","-0.71996707","-0.4228552"
"acts","-0.061972216","0.12124169","0.42799687","-0.005656134","0.24251838","-0.4671886","0.100816436","-0.16590044","0.6602166","0.07738009","-0.1957476","-0.46707386","-0.65787643","-0.34884575","-0.18913776","0.3824917","-0.5109771","-0.5791181","0.6173141","-0.62561387","-0.2543271","0.16332369","0.2201759","-0.36500648","-0.021693762","-0.3979149","-0.40858915","0.019652607","0.1851793","-0.06658618","-0.15763326","0.77814126"
"upon","0.39357144","0.42356253","0.48565558","-0.051917866","-0.18431114","0.10447761","-0.36701787","0.13268572","-0.09223416","0.00097359717","-0.11030457","-0.0884285","0.1514015","-0.19203381","0.15727095","-0.15952364","0.15735954","0.10771825","-0.40684852","0.24813008","0.18407173","-0.22069399","0.15515757","0.3213133","0.33908254","0.4603984","-0.09563784","-0.17619124","-0.107126854","0.115418375","-0.11323096","-0.008107099"
"belong","0.05342912","0.30795112","-0.5484713","-0.02806247","0.32281777","0.2627899","0.593169","-0.033215664","-0.2544611","0.3776844","-0.3309061","-0.040316597","-0.22000325","0.027992975","-0.4697258","-0.49555105","-0.30380604","0.21496244","0.27701926","0.19110572","0.048147727","0.31249765","-0.5660154","-0.051984973","0.020864552","-0.5521801","-0.31255636","-0.07668671","0.019582124","0.058092043","-0.40817598","-0.55814385"
"fore","-0.29501334","0.40917483","0.06838838","-0.3926722","-0.07949621","0.6001174","0.000589044","0.40328762","-0.0006653749","0.042219546","-0.16309246","-0.405532","-0.47699532","-0.51517165","-0.23474441","-0.3900577","0.44647196","0.14045824","0.0947037","-0.2935682","0.1044603","-0.04270252","0.10407126","0.5557475","0.21677148","-0.32584667","-0.31387877","0.2954475","-0.46873188","-0.17756923","-0.25481495","0.02441116"
"most","0.05811619","0.0072966996","0.44915214","0.46608856","0.3319962","0.012364671","0.00044762157","-0.066183954","-0.09876402","-0.369093","-0.07610368","-0.2513653","-0.011027434","0.29684144","-0.33535635","0.0047987173","-0.2216619","-0.4516415","0.11248295","-0.27051207","-0.2674052","-0.49870992","0.048851095","-0.68534446","0.2659801","0.38926733","0.13910972","-0.29212242","-0.10285618","-0.6625089","-0.43489304","0.43458247"
"instruments","-0.36029467","-0.0714129","-0.355956","0.04039802","0.17990966","-0.16364253","0.24945375","-0.065118074","-0.18941723","-0.24743725","-0.086796656","0.36664236","-0.102330334","0.37039945","-0.20628825","0.16400424","0.2670155","-0.057505097","0.13028859","-0.26473388","-0.25952536","0.21083263","0.1425098","0.09185357","0.12460532","0.2450254","0.04886713","-0.3109595","0.2222219","0.008911756","-0.094550066","0.3313548"
"land","-0.1420183","0.37870392","-0.21295016","-0.15237191","-0.05293288","0.023527315","-0.022883814","0.07310172","-0.15343712","-0.39958826","0.6799453","0.056985695","-0.077440396","-0.121505946","0.076918215","-0.12286989","-0.387662","0.33429322","0.24380597","0.45546684","-0.28994784","0.17684655","-0.20066148","0.21229813","0.13626492","0.11008152","0.20897658","-0.33628017","-0.039534714","0.4836445","-0.13590507","0.24735063"
"buildings","-0.39135146","-0.50872034","-0.67227983","0.09809224","-0.21552263","0.47896022","0.33270696","-0.28353152","-0.42054257","0.0068585086","0.28287676","0.1288974","0.13587104","0.48935804","-0.22562045","0.5648098","-0.65890086","0.4827028","0.7729572","0.20862964","-0.20031181","-0.40114024","-0.76357496","0.113010205","-0.18904957","0.6319421","0.0140790995","-0.123474106","0.46410444","0.19154392","0.41731063","-0.5044347"
"used","0.30631638","0.37793207","0.32540953","0.002855972","-0.469606","-0.543102","0.32084787","-0.019693153","0.6900244","-0.43701372","-0.14455558","0.31787834","-0.8170261","0.13972491","0.26266894","0.431465","0.4330937","0.25748765","0.15010896","-0.074763395","-0.37061033","-0.088135734","0.45143804","0.5442462","-0.00007953463","0.14156151","-0.34157914","-0.20131548","-0.34667313","0.19913217","-0.2199226","0.62860024"
"roads","-0.91998386","0.09642893","0.7062817","0.06688571","0.07147873","0.6354554","-0.41664055","0.62200314","0.21915245","-0.07192336","0.35023588","0.5090427","0.26391593","0.017462896","0.28115582","-0.3329449","-0.055454757","-0.1975461","-0.44521946","-0.11055515","-0.27338064","-0.37271726","0.53730696","-0.16608672","0.05968173","0.7199737","0.33511093","0.13905881","0.047567315","0.063264094","0.3744426","-0.38486397"
"canals","0.2186072","-0.073330685","-0.21075058","-0.8129496","0.4320886","-0.36708674","0.030853909","-0.22225133","-0.030360077","-0.67734003","-0.18848696","0.6052013","-0.20920879","0.1865369","0.14675492","0.06686508","0.07308342","0.49605787","-0.2451283","0.47620377","0.61248064","0.48224026","0.0058162515","-0.58318996","0.41461957","-0.25877073","0.67269015","0.25214395","0.03843754","-0.28235942","-0.49179155","0.37671086"
"storehouses","0.518623","0.2143766","-0.019599821","-0.17592207","0.38474485","-0.20744401","-0.4847918","-0.105470374","-0.8788385","0.75328153","0.331951","-0.27379408","0.20069052","0.05130686","0.06867206","0.33310106","0.5356519","-0.6636841","-0.46821734","-0.34909976","-0.64620686","0.047929104","-0.35549235","0.4105291","0.0107275825","0.16671555","0.12709111","0.10530026","0.6090216","-0.3339711","0.028687313","-0.2936054"
"etc","-0.1281764","0.2825744","0.34141436","0.12204424","-0.013553711","0.21677983","-0.13077688","0.7419124","-0.21741152","-0.26980564","0.500504","0.07548302","0.019997893","0.084919676","-0.052212615","-0.4696666","0.15013929","-0.27428916","0.40076238","0.84740794","0.2980013","0.4467203","0.51879764","0.42163855","-0.28943837","0.31285784","-0.109866135","-0.5172912","-0.35068184","0.003638546","0.19279125","0.05813183"
"determining","0.14851567","-0.075300425","-0.29111135","0.12593801","-0.056697607","-0.060431972","-0.1519957","0.27098578","-0.42938623","0.045832366","0.04694667","-0.35548413","-0.38901833","-0.12604403","-0.054404605","0.3110783","-0.2548842","0.19354255","0.33474976","-0.26479506","-0.20853971","-0.42218244","0.102861926","0.37675843","0.105094954","0.37482184","-0.2509429","0.053656273","0.015101816","0.32974994","-0.22796926","-0.5156973"
"role","-0.2413023","0.31501582","0.053068824","-0.10000642","0.62746364","0.26195508","-0.017054562","0.09512678","0.49098703","-0.1875871","-0.1452721","0.09597232","-0.30377477","-0.1473486","-0.57022893","-0.11215021","0.33461455","-0.035882704","-0.27972427","-0.44545025","-0.27022043","-0.17093663","-0.0047996687","-0.12684347","0.007783171","-0.30034104","0.14522776","0.08197972","0.25634438","-0.16570468","0.17816412","0.30699372"
"among","0.2113631","-0.81811047","-0.30616486","-0.36665162","-0.22740485","-0.5928749","0.15882117","-0.4985976","0.009348693","-0.000531053","-0.09261118","0.121907175","0.041616727","0.3368708","-0.04087599","0.28434682","-0.24053136","0.008408469","0.15592623","-0.31722397","-0.15194859","-0.036846254","-0.4130604","-0.07865659","0.19776906","0.1743054","-0.3238766","0.25756776","0.04646816","0.2414921","0.08045202","0.27697942"
"played","-0.09410973","-0.053559262","0.13001403","0.30131835","-0.0788763","0.39404684","0.34106806","-0.3236134","0.016386937","-0.19533207","-0.4053367","-0.08166484","-0.23531084","0.08611261","0.14590736","0.2465235","-0.012859193","-0.04768516","-0.09180569","0.14891724","-0.30735874","0.3565735","-0.19420739","-0.6291515","0.026789658","-0.06570173","0.09162937","0.03975282","-0.33348837","-0.2603885","-0.30727792","0.425129"
"comprise","0.16014293","0.12735756","0.39226624","0.17970698","0.2571921","0.5134942","-0.2773909","-0.297264","0.53046584","0.24560304","-0.11896842","-0.5121191","-0.05014676","0.018920047","0.66047937","-0.3251367","-0.1455898","0.5574961","-0.2963369","-0.4398609","0.4650696","-0.0011388113","-0.38970676","0.039170276","-0.096812576","0.10878327","-0.31735355","0.3410925","0.2853814","0.2635671","0.14112322","-0.38464585"
"kinds","0.19891393","0.298663","-0.26207858","0.10960165","-0.0995847","0.287547","-0.4684566","0.27541792","-0.16517785","-0.39856738","-0.8331057","-0.40978086","0.6212307","0.32792345","-0.57914144","-0.12570755","0.74837357","0.23848835","0.015008608","-0.25489733","0.06913598","0.47755182","-0.19089705","-0.0077592894","0.35307458","0.4817152","-0.031035628","-0.6356102","0.009760454","0.3762941","-0.4625101","-0.55515575"
"tools","0.02393357","0.18631431","0.21539116","0.08511955","-0.6189444","-0.29661912","0.16601448","-0.14633897","0.035223033","0.318303","0.46184796","-0.058237016","-0.6802629","-0.28244108","-0.32957694","-0.008917321","-0.016981427","-0.1280749","-0.35095283","0.11979624","-0.06190282","0.10531399","-0.03515262","-0.0072722053","-0.5113973","0.018449795","0.25440755","0.3892775","-0.14899692","-0.11421146","0.09959927","0.19151576"
"uses","0.19697484","0.1836927","-0.3167278","-0.15307645","0.62501323","-0.13732673","-0.53099006","0.13996986","-0.7970973","-0.6138243","-0.65506107","0.050657157","-0.6440157","0.21398072","0.30062398","-0.21304345","-0.28405073","-0.18358178","0.3851667","0.4114027","0.42546624","0.3062438","0.28728312","-0.54876757","0.27838233","-0.30935746","0.58372086","0.31070203","0.31687805","-0.4137309","0.75648916","0.17103878"
"working","-0.39649352","-0.037809003","0.36074698","-0.22833626","0.2807922","0.35952812","-0.04096553","0.39630857","0.42943245","-0.40673563","0.43765292","0.18213263","-0.057053804","0.19112855","0.16432582","0.24396653","0.19219881","-0.4088851","0.03188781","0.10868551","0.033300426","0.06813534","-0.059755106","0.21321027","0.040880185","0.21070392","-0.35349002","0.21649039","-0.41038218","-0.30844927","-0.1872261","0.62102896"
"beginning","0.09323885","0.43323174","-0.5151647","-0.23963287","-0.3979887","-0.3176814","-0.28314143","-0.30675042","0.20336424","-0.06922454","0.51176304","0.27853712","-0.35437194","-0.48737422","0.025318308","0.2350301","0.02739098","-0.20815338","0.23710123","0.164203","-0.39153215","-0.515706","0.26514828","0.26835397","-0.0178066","-0.16027677","0.2500532","0.5948179","0.07855392","-0.41435942","-0.09841865","-0.3595534"
"crude","-0.054546285","-0.3000975","0.5178873","0.39414197","0.33210284","-0.31221923","0.23689742","-0.20027085","-0.61014676","0.085097894","-0.35969037","-0.48420852","-0.1737487","0.34123895","0.22396763","0.055035174","0.005862668","-0.32242775","0.23287557","-0.10276923","0.5427329","-0.56516373","0.753893","-0.37839732","-0.1505277","0.58376914","-0.16668071","-0.31498405","0.03142762","0.13316314","0.32205725","0.50002426"
"stone","0.68870074","0.45723525","0.4878627","-0.19390327","-0.21298468","0.16089141","-0.38980016","0.034900345","0.72293437","-0.8077916","-0.403152","-0.46374995","-0.26368982","0.06897079","0.20437394","-0.4232942","-0.43802762","0.5194977","0.47008446","0.27241254","-0.20315948","0.5668411","-0.42898792","0.18929441","-0.26574785","-0.026488809","-0.21108693","-0.20868804","-0.08109706","-0.63766074","0.21521573","0.73359656"
"implements","-0.23747435","-0.58069634","0.40562436","0.51691127","-0.5243029","0.51428765","-0.5777879","0.1681328","-0.2548011","0.42216635","0.023737233","-0.028639952","0.4569047","-0.34818235","0.03868611","-0.012338067","0.2838392","0.058035083","-0.56541735","-0.6286055","0.060209233","0.23638375","-0.08536713","-0.31858084","0.20117228","-0.1810318","0.42501402","0.0429799","-0.32248938","0.66335976","-0.46205017","-0.38025755"
"primitive","0.5927857","0.63841146","0.45749348","-0.015537245","0.066959515","0.13429524","0.06175685","0.27555168","0.4206804","0.2843027","-0.11882544","-0.31743982","-0.37985018","-0.63794017","0.5791861","-0.2962385","0.26245806","-0.66197443","-0.5196455","0.44259575","-0.16108039","-0.56508267","-0.0013481562","-0.83299327","-0.209325","0.15013307","0.24787101","0.8549907","-0.40300012","-0.19058974","-0.076158956","-0.14803927"
"ending","0.34653544","-0.5248896","-0.9103153","-0.07308673","0.030339835","-0.24841946","-0.11769271","-0.46645123","-0.28132614","0.14508712","0.60550416","-0.48979148","0.037908122","0.30441082","-0.1072345","0.22409947","-0.48675436","0.5978521","0.6914544","0.08872973","0.49386656","0.07498649","-0.61065346","0.1634503","0.4024719","-0.35578156","-0.19877419","-0.47078788","-0.25793165","-0.45889395","0.19124624","-0.09900053"
"modern","-0.3419047","-0.46237317","0.561827","0.050523054","-0.46104485","-0.8046841","0.12940288","-0.07358296","-0.87124604","-0.18808211","-0.7566747","0.21498272","0.1924974","0.37976956","-0.8242325","0.14393938","-0.16150951","-0.10150445","0.33304563","-0.3410362","-0.1915882","0.18936343","0.047605775","0.52128696","0.427514","0.37462276","-0.08482847","0.03542093","0.14473394","0.41547406","-0.6305624","-0.67408186"
"machinery","-0.61911666","0.55393535","-0.81509405","-0.2538144","-0.30027232","0.4447864","0.3282965","0.01277681","-0.038877428","-0.41762516","0.2337557","0.15543452","0.0352185","0.117102586","0.4439376","-0.11000548","0.2522016","0.10215891","-0.5706722","0.25195396","-0.5307135","-0.2831494","0.38416892","0.14314647","0.33884713","-0.0013160206","-0.51927274","-0.35699952","0.23721254","-0.39380836","0.027134957","0.4678599"
"level","0.36578506","-0.45148966","0.48806918","0.12094626","0.54992735","-0.16486779","-0.39860108","-0.041460633","0.45516866","0.12377375","0.2680945","0.14593379","0.3647208","-0.16681854","0.40202603","-0.22047412","-0.20045109","-0.024872199","0.12713383","-0.27133846","0.16615553","0.353553","-0.36802268","-0.05486835","-0.0042052446","0.28242463","0.019667732","-0.13646938","-0.00033590465","0.6160903","0.181401","0.33975843"
"provides","-0.11522781","0.34019455","-0.48837006","-0.018136917","0.5072989","-0.38018835","-0.21643673","-0.25554565","-0.3759543","0.4396801","-0.78508836","0.28820798","-0.07174912","0.1511184","-0.39412415","-0.08785199","0.08290038","-0.49745733","-0.058077954","-0.2197484","-0.34249595","0.6529721","-0.24580517","0.14187919","0.465103","-0.119849876","0.43396524","-0.2598965","0.2688093","-0.32418817","-0.48076394","-0.031797204"
"criterion","0.5315101","-0.48448908","-0.04033198","0.10998861","-0.47884604","-0.2068679","-0.4333972","0.39836976","0.0073615042","0.22684401","0.28794774","-0.30661497","-0.074880436","-0.5795709","0.16620946","0.25929305","0.22315","0.41334268","-0.43625998","0.20416084","0.26731858","-0.22819428","-0.32013342","-0.49884146","0.21150589","0.31552252","0.1762819","0.63731307","-0.25840816","0.5121915","0.34171075","-0.5126747"
"mastery","-0.67141676","0.47048587","0.40044475","0.029557131","-0.29134202","-0.46310687","-0.018583888","-0.90285116","-0.24129434","-0.49951115","-0.20204638","0.83512527","-0.19467707","0.10591187","-0.18348114","0.40467483","0.1938421","-0.840644","-0.07875165","-0.33558014","-0.19553784","-0.008131707","0.37297744","0.6410061","0.20188507","0.12863418","-0.39189252","-0.0064544734","0.23515187","-0.7199264","-0.08088572","0.48639303"
"epochs","0.023087028","-0.47494662","-0.27950332","0.28006262","-0.56589246","0.2147849","-0.30958554","0.006656515","-0.41544038","-0.9837912","0.080207445","0.63343436","0.32295385","-0.5329037","0.5185024","0.28718162","-0.35232553","0.08306963","0.5092023","-0.015805162","0.3909175","-0.443437","0.119264916","0.39415497","-0.24612118","0.47485384","-0.013112323","0.28141516","-0.30454168","-0.4081966","0.7525771","0.123094685"
"distinguished","0.7161464","0.43616307","0.42297605","-0.08242299","-0.06781259","-0.72775614","-0.20839828","-0.61355734","-0.13960156","-0.10441217","-0.49186823","-0.69567734","-0.23151888","0.2373816","0.4514288","-0.4480387","-0.4883662","0.5338182","0.12956522","0.083717786","0.41423485","-0.29978308","-0.1605112","0.032737356","0.17430305","-0.22327848","-0.28668195","-0.46078402","0.07248929","-0.043952186","0.41264275","-0.43781897"
"one","0.33440322","0.19615993","-0.24816118","0.36162752","-0.014115472","0.26335686","0.009786467","-0.14794165","0.25266048","0.34155282","-0.25804093","-0.24334826","-0.18969862","-0.028109312","0.2812758","-0.19197704","0.006980583","0.3685736","0.19355135","-0.03520344","-0.36313078","-0.21703449","0.10035977","0.09548774","-0.3358767","-0.01740106","-0.0036083306","-0.14167154","0.021205697","0.07459532","-0.10088689","-0.032511543"
"another","0.08432631","-0.029440762","0.035996757","0.069712766","-0.24224779","0.17484294","0.07216717","-0.40230504","0.11595906","-0.14529605","-0.21856876","-0.27439147","-0.016931972","0.23842883","-0.29509282","-0.12809895","-0.018615084","0.36617565","0.20702757","-0.066604406","-0.19243412","0.31420714","-0.8233592","-0.39966914","-0.03146557","0.04296637","-0.24057867","0.028673088","0.17841052","-0.040261306","0.22419071","0.038267445"
"what","0.17316763","-0.055383466","-0.5365015","-0.10119758","0.07069463","-0.24275963","-0.042193323","-0.04073015","0.019226147","-0.15181206","-0.06891693","-0.4970157","-0.3695105","-0.24898377","-0.28523487","-0.0770111","-0.47821766","0.3975253","0.3602911","-0.017318934","-0.28656062","-0.061723392","-0.12919983","0.36357045","-0.27073553","-0.25988126","0.3197402","-0.12910771","0.43837819","0.26860842","0.07746009","-0.5764925"
"produced","0.4098835","-0.05666165","-0.07876446","0.22693425","-0.3299519","-0.05195434","-0.11308155","-0.38541645","-0.29829887","-0.24095894","-0.22910115","0.1366074","0.26741156","0.3011429","0.5364982","-0.04845242","0.02858982","0.49865815","0.26431358","0.21899338","0.13435878","0.20105772","-0.2897353","-0.14418374","0.07150544","0.20261607","-0.20198959","-0.1867088","-0.14529116","-0.06633142","0.31803843","0.015165901"
"how","-0.5089311","0.31368268","0.0034194344","0.021484314","-0.15985113","-0.034002557","0.23822297","0.20444417","-0.12239375","0.1955337","0.32177988","0.14941557","-0.534157","-0.34282038","-0.4730799","0.123602375","0.08836116","-0.39825812","0.28628898","0.14741348","-0.41214266","-0.22265881","-0.25635228","0.008427198","-0.10208243","-0.33782637","0.29693076","-0.036919367","0.32864916","-0.08631649","-0.12969868","-0.11570605"
"constitute","-0.18996623","-0.19240351","0.044934068","-0.018413356","-0.032863572","0.4028814","0.28633046","0.20757546","0.3639603","-0.34998363","0.20124997","-0.18869738","-0.2983031","-0.31197104","-0.29148787","0.03456248","-0.12475162","-0.16234371","0.4250686","-0.27914205","-0.057538852","-0.51739717","-0.026874304","-0.06204209","0.07575738","-0.31575882","-0.1635959","0.16212721","-0.4206509","-0.26941502","-0.34568074","0.15943699"
"associated","0.31351948","-0.24317779","0.07367635","0.30513912","-0.026380993","0.75098294","0.6100476","0.012009627","0.34225732","-0.25773904","-0.596338","-0.16974868","-0.1416983","-0.76344556","0.1570372","0.4411603","-0.33378804","-0.3120359","0.2463489","0.057752676","0.34476897","-0.3331096","0.424248","-0.5101167","-0.41161662","-0.55473363","-0.33476636","0.12768418","-0.7651744","-0.40416396","-0.51495785","-0.537199"
"power","0.58704996","-0.19392988","-0.48847163","0.26027724","0.14330289","0.12848243","0.05445973","0.09889211","-0.011334108","-0.17475131","-0.48507887","0.04217366","-0.4315897","0.19941655","0.023735765","-0.06282814","-0.04075306","0.3684647","-0.12509176","0.12510037","0.1690234","0.5631158","-0.21819553","-0.16354817","-0.10135155","-0.246441","0.38381797","0.3203618","-0.36565632","0.273249","-0.06862164","-0.5095524"
"can","0.6059612","0.62327486","-0.22237034","-0.27206728","-0.3179367","-0.2068628","0.30886197","-0.1315575","-0.8736062","-0.5300907","-0.20999262","-0.32992795","0.056602772","-0.045981266","0.375769","-0.27237082","-0.33940732","0.20359509","0.07833551","0.3233783","0.5812024","0.25473768","0.20913592","0.24809913","0.0069131586","-0.37175438","0.009810623","0.32048878","0.2041397","-0.42906603","0.44495603","-0.7786309"
"nothing","-0.40003693","-0.122263364","-0.7225767","-0.060281802","0.51673055","-0.37602893","0.060342222","-0.04326896","-0.3073147","0.28882012","-0.33366847","0.7038434","0.011533535","-0.6246983","-0.6518459","-0.036197763","0.16666421","-0.063101","0.23123164","0.014093616","-0.3198601","-0.47516552","0.19524954","0.22451852","0.39789572","-0.4341815","-0.19302131","0.23543705","-0.3893815","0.15569298","-0.42005154","0.056518357"
"begin","0.046520565","0.57651305","0.19066386","-0.3032348","0.5598907","-0.26684412","-0.08173333","-0.19944857","-0.40182987","-0.14821526","0.5653878","0.44850168","0.22758417","0.5406737","-0.20567098","-0.3840443","-0.03171774","-0.048602536","-0.5279269","0.43456915","-0.5282556","-0.005531291","0.244243","0.47196814","0.15109363","0.099158145","-0.057738785","-0.21582389","0.60059106","0.10614286","0.19650295","-0.113129266"
"united","0.86124486","0.55110395","0.7208943","-0.52661264","0.3324824","-0.26573953","0.35207143","0.5561555","0.17577563","-0.2608793","-0.4462665","-0.33840144","-0.073515944","-0.045997266","0.07154944","-0.026930286","0.37180656","0.42473114","-0.43094334","-0.3087754","0.29275003","-0.4042822","0.59714425","0.12923118","-0.34034175","0.49456432","-0.04105615","0.6881571","-0.008521223","-0.67105746","-0.15988524","-0.1729427"
"ability","0.6318499","0.2030728","0.4403753","-0.011128717","0.17273544","-0.06007859","0.43361205","-0.46493033","0.40064114","-0.42086485","0.30749738","0.0108524505","0.16398528","0.045920532","0.7363773","-0.4420578","-0.43111533","0.39599517","0.27204654","-0.14913417","0.1688001","-0.6590349","-0.28980893","-0.36094275","0.0408542","0.03150676","-0.5725826","-0.087296054","-0.2959949","-0.11317994","-0.44903895","0.3849299"
"sum","0.5245455","-0.19822714","-0.29733518","-0.42987442","-0.2319603","-0.5133693","0.19960085","-0.56312716","-0.8302899","-0.096269324","-0.50237864","0.07517347","-0.33973846","0.16082382","-0.05304791","-0.10498047","-0.35438952","-0.090354085","-0.30238485","0.46925625","-0.5073848","0.13840243","-0.1400463","0.042360436","-0.6421011","0.4612733","0.37803397","0.42483923","0.25254223","-0.2626944","0.65975815","-0.55811983"
"total","-0.33383334","-0.27086404","-0.05585963","0.5542289","-0.20827667","0.00058131764","-0.18740746","0.41416502","0.68985754","-0.47377574","-0.09736924","-0.08179911","0.1012708","-0.13561599","0.559938","-0.014482044","0.16639915","0.46711573","0.2739613","-0.46822584","0.6169919","-0.07591512","-0.07443355","-0.0024681594","0.48293486","-0.16551009","-0.10008001","-0.26814887","-0.25121248","0.63489985","-0.23057713","0.2795853"
"physical","-0.045422267","0.3807539","0.11210521","0.3935416","-0.4067239","-0.40581223","-0.1305581","-0.23554426","-0.23791185","0.55123216","0.101748906","0.32062897","0.5510207","0.43228525","0.17286316","0.20757821","0.23990606","0.5524668","0.5093174","0.30725273","0.22342126","0.19784571","-0.16679035","0.3659652","-0.09316182","0.13237152","-0.6759759","-0.65130484","0.42844266","0.4286801","-0.5344655","-0.48411113"
"spiritual","0.06073725","0.33463398","-0.18799685","-0.0685284","0.051649842","0.057938777","0.2748257","-0.25744158","0.54749316","0.36139217","0.46694273","-0.55535495","-0.04387367","-0.16455944","0.526759","-0.4846277","-0.6171711","0.14543179","0.58249646","-0.019552551","-0.6789178","-0.21463858","0.050514095","0.5833958","0.19248062","0.055519756","-0.26898462","-0.07802798","0.007192883","0.2612487","0.12813655","-0.016005477"
"forces","0.21154541","-0.09302992","-0.11510539","0.006781162","0.23711438","-0.18039225","-0.24192174","-0.1536525","0.20857154","0.42861223","-0.07924765","0.0057544135","0.1717494","-0.20565964","-0.1117918","-0.45149186","0.35194552","-0.20670307","-0.07690276","-0.17225203","0.005140864","0.30610728","-0.30151737","-0.40292305","-0.07980367","-0.27279478","0.3169271","0.04201912","0.20135874","0.07135895","-0.23928936","-0.17888397"
"able","0.117402405","0.0360885","0.050268006","-0.10575601","0.30387846","-0.09154223","-0.11390633","0.60885686","0.56951505","-0.069208466","0.037979215","0.38225153","-0.009156063","0.4903223","0.14130887","0.19777855","0.1927896","0.34215555","-0.0787069","0.17867506","-0.20965603","0.37636572","0.040298086","-0.005091328","0.27166834","0.5408171","-0.029084343","0.53348666","0.4284771","0.4436325","-0.15587966","-0.020279123"
"name","-0.2011408","-0.25524107","0.2634643","-0.118705355","0.039299","0.25904095","-0.6371615","0.40250435","-0.32449117","-0.49613467","-0.3532621","-0.19471943","0.31693825","0.23812257","0.3718026","0.08301849","0.44363728","-0.2315791","-0.21653022","-0.1956907","0.23860903","-0.2131848","0.31498292","-0.12568504","-0.42005563","0.55828553","0.359829","0.15897392","-0.20055118","-0.5309106","-0.12856942","-0.11197109"
"comes","-0.6740698","0.1937037","-0.887078","-0.23418914","0.52447087","-0.22913215","-0.6767885","0.298401","-0.54560447","-0.491915","-0.64285284","-0.31302223","-0.36852533","0.45325282","-0.34910148","-0.52131575","0.10472675","-0.42779368","0.49890324","-0.27552405","-0.40987802","0.32908723","-0.2384687","-0.12707993","0.72749853","0.45472303","-0.11096172","-0.46291298","0.0620412","0.0157842","-0.20945309","0.63049"
"greek","0.23212044","-0.2621226","0.4483454","-0.31419805","0.3129464","0.5258313","-0.5842313","-0.30551463","-0.5781206","0.37924087","-0.31259382","0.008854447","0.72461176","-0.54541564","0.14760503","-0.17747514","-0.58070076","-0.50304294","0.17468426","-0.030279504","0.4570309","0.44757193","0.4250253","0.06987196","-0.3100029","-0.5637364","-0.0058786054","-0.6463575","0.093235195","0.18255529","-0.08444616","-0.0782024"
"words","0.2761159","0.26249874","0.36760527","0.33122548","0.77818197","0.045251742","0.07078902","0.01653968","-0.20801888","-0.17145608","0.051137928","-0.019114755","-0.27857003","0.24537374","0.16297628","0.0036187363","0.5042182","0.5156136","-0.7468227","0.3660918","0.28068542","-0.057249457","-0.119411185","-0.25483257","0.025539974","0.6484424","-0.30565253","0.5213802","-0.20612401","-0.092099","0.45717412","0.5004406"
"politeia","0.56652117","-0.12824257","0.42065004","0.08985145","0.06290116","0.3383141","-0.1078274","0.26400682","0.053801097","0.5330501","-0.48008576","0.1581593","0.2223923","0.5192139","0.3047941","-0.5591912","0.06842252","-0.4952941","0.1375093","-0.6822382","-0.1480099","-0.069363184","-0.24498002","-0.24915059","-0.47440553","0.5488914","0.22758348","-0.155347","0.2759935","0.13182762","-0.15653528","-0.15009657"
"oikonomia","-0.03313165","-0.24366935","-0.62524873","-0.11260482","0.89222795","0.024148144","0.46653405","-0.24837914","0.1802838","-0.12922432","0.17987208","0.4922294","0.3560236","0.58862036","0.22142112","-0.33840343","0.2579089","-0.18872367","-0.006275096","0.3150022","-0.06411445","0.31396556","-0.2829279","0.20855577","-0.27398533","0.37674576","-0.28165287","-0.24773823","-0.3928503","0.5996347","-0.54111606","-0.47248584"
"word","-0.10615452","-0.04518296","0.18262696","-0.14709392","-0.41350734","-0.35211506","-0.21619281","-0.32538205","-0.8955137","-0.1314817","-0.08338591","-0.21597016","0.046968393","-0.18135552","0.32212162","0.42359415","-0.44667152","0.22684844","0.30897593","0.3853085","0.3013438","-0.23226586","0.34293014","-0.18362921","0.75895137","-0.31313032","-0.41934544","0.4140376","-0.36275107","-0.42722416","-0.4312609","0.5668689"
"organisation","-0.024486441","0.30065328","0.4889031","-0.3801072","0.1532269","0.5361207","0.05738934","-0.3590426","0.49477044","-0.7437652","0.4350811","-0.146439","-0.43030423","-0.2696215","0.04652959","0.55005956","-0.26145306","-0.37470675","-0.4099598","-0.3866848","0.14340046","-0.49134952","-0.16869813","0.29427683","-0.036217935","0.43964693","-0.3518412","-0.53797525","0.13306502","-0.4037721","0.38024282","0.7785769"
