"token","embedding1","embedding2","embedding3","embedding4","embedding5","embedding6","embedding7","embedding8","embedding9","embedding10","embedding11","embedding12","embedding13","embedding14","embedding15","embedding16","embedding17","embedding18","embedding19","embedding20","embedding21","embedding22","embedding23","embedding24","embedding25","embedding26","embedding27","embedding28","embedding29","embedding30","embedding31","embedding32"
"welcome","0.123023696","0.7562096","-0.42146847","-0.39380133","-0.47085357","0.049384166","-0.18032026","0.7056758","-0.4615385","-0.5406346","-0.8599057","0.53404","0.51744324","-0.6733728","-0.5026559","0.45061016","-0.11088388","-0.44545376","0.20628843","-0.13175906","-0.35875198","0.07069383","0.6084544","0.29081866","0.16259058","-0.434055","-0.32037815","0.51387435","-0.2912926","-0.31808883","0.744117","-0.3234142"
"discussion","-0.29530513","-0.047996026","-0.30204642","-0.105798334","-0.30551246","-0.28987178","-0.12725642","-0.16982345","0.3511623","0.24246264","0.20825726","0.20732869","-0.8045994","-0.25296992","-0.044271372","0.4887284","0.35048896","0.06547518","-0.1658607","0.29865307","-0.01561916","0.21720041","-0.043323234","0.06093102","0.110838555","-0.062733084","0.19270907","0.093649484","0.10107467","0.6582685","-0.63071334","-0.2105679"
"critical","-0.20359425","-0.063190416","-0.3746727","0.08585727","0.49738598","-0.5621699","-0.36096093","0.14960937","-0.88631433","-0.20823577","0.13956685","0.25001898","-0.3933509","0.40838805","0.31537774","0.06358799","-0.0215893","-0.0019641994","0.26934683","0.38167277","-0.3936879","0.21024008","0.24989566","0.3041097","-0.057684466","0.47621244","0.39627147","-0.31381503","0.5281978","-0.066142805","0.3927661","0.0070347167"
"comments","0.20327379","0.07200712","0.14268492","-0.21447374","0.3389572","0.53251857","0.153905","-0.19255666","0.15201338","-0.21476951","0.14173418","-0.13601878","0.09761716","0.5269263","-0.22164457","-0.31002742","0.23182763","0.3380215","-0.07112586","-0.25156552","0.51601934","0.12178163","-0.48998907","-0.281294","-0.020867266","0.2649774","-0.099979185","0.18079768","-0.054738704","-0.36734226","-0.28442904","-0.19814102"
"all","-0.09438054","0.62726295","-0.092694364","0.09910074","0.29670483","0.15627213","-0.2856796","0.07144528","-0.52727634","-0.2882107","0.18576051","-0.08122411","-0.046304982","0.34796292","0.24294013","-0.48569733","-0.20246187","0.26104164","0.24615176","0.5018997","0.14642626","-0.012528055","-0.19010234","0.44927657","0.26095918","-0.117413655","0.08593058","-0.50998783","0.18051131","-0.04866186","0.13348034","-0.13360567"
"readers","0.41516408","-0.4000727","-0.17730273","-0.3013621","0.21743222","0.4754844","0.15269503","0.0653711","-0.5211043","-0.19289768","-0.26938248","-0.0824182","0.04001379","0.33477888","-0.3625265","0.31119257","-0.23041178","0.09994622","0.06131391","-0.014133438","-0.5667283","-0.29528102","0.37613362","0.10013062","-0.3144133","-0.12022643","0.3777409","-0.26048088","0.23945087","0.1017811","0.46946788","-0.35476425"
"a","0.37328142","-0.3723038","-0.070107386","-0.06671023","-0.2906006","-0.3116311","0.25070024","-0.24470761","0.48744294","-0.11860215","-0.1194537","0.10711027","-0.1564685","0.075838014","0.42550707","0.18949848","0.0897801","0.22315171","-0.26643482","-0.12534225","-0.13652039","-0.07745085","-0.10824164","-0.2487304","-0.42234296","0.35868773","0.11445268","0.52538425","0.03309791","0.36676884","0.2640125","-0.19069272"
"issued","-0.6344339","0.42777586","-0.08548416","0.3309055","-0.36797896","-0.47076032","0.28903535","0.36398634","0.17360896","0.6308863","0.33896902","-0.24875563","-0.21586211","-0.6064126","-0.40287915","-0.22920789","0.3519855","-0.50794655","-0.25230452","0.36166063","-0.30624226","0.57796156","-0.6839789","0.5692496","0.59864837","-0.5506022","0.23383285","0.3045869","0.45448738","0.34650332","-0.30591223","0.4522095"
"1957","-0.48184732","-0.39859203","0.41537642","0.20996395","-0.040470477","0.26422137","-0.42762318","0.043901406","-0.97341967","0.3042761","-0.64824384","-0.5638174","-0.009730755","0.32670775","-0.33484387","0.35913143","-0.31508067","-0.7508012","-0.42903838","0.3114893","-0.30033198","0.35689577","-0.23598175","-0.044693984","0.5424456","-0.5636649","0.44041848","-0.47064218","-0.40406334","-0.32931215","-0.18173379","-0.14949615"
"lawrence","-0.20073953","0.7588895","-0.46899146","0.11504865","0.45341238","0.25010923","0.6175273","0.11970084","0.49211568","0.8299238","-0.08649285","-0.10140445","0.13068412","-0.4876541","-0.39869058","0.34416035","-0.49685964","0.11418024","0.40452915","-0.39636344","0.35761252","-0.10363548","-0.10676219","0.23189773","-0.23100273","-0.69527376","-0.7892045","0.6816527","0.15743805","0.45162523","-0.69365835","-0.5382522"
"wishart","0.7558694","0.18318373","0.5263431","-0.24547492","0.026404845","0.34604457","0.02353523","-0.112203754","0.5283005","-0.42019123","0.3039552","-0.40459022","-0.5680897","-0.32745928","0.69194746","0.029100744","0.10124191","0.077496946","-0.58320135","-0.30098468","-0.10185098","-0.42081955","0.18620503","-0.28910822","0.060717154","0.28580046","0.6046178","-0.33736452","-0.45641366","0.045207456","-0.17912504","-0.14846346"
"london","-0.3380361","-0.12330893","-0.27691156","0.21471961","-0.31426978","0.35066393","0.13759013","0.20411736","0.13789731","-0.40901476","0.18160713","0.5147022","0.206652","-0.49682862","-0.4755572","0.3236986","0.2949648","0.045780595","0.49464643","-0.10882364","0.16087107","0.4653939","0.14051917","0.19329683","0.36011565","-0.0387021","-0.69303066","0.9206754","0.019618422","-0.24787362","-0.3332004","-0.38598385"
"soviet","-0.33402085","-0.015435264","0.29949328","0.15142855","-0.19470537","-0.50358546","0.0145157585","-0.2465672","0.12887678","0.06268225","-0.17360032","0.2647353","-0.05648931","0.22073375","-0.19238314","-0.19917828","0.07181843","0.30908376","-0.17585255","-0.052577496","-0.28998688","0.050413083","-0.34927318","-0.06553562","0.39236012","-0.051488552","0.44717306","-0.15777083","0.39261496","0.037518512","-0.15933295","0.2026213"
"ecqnomy","-0.016910449","0.57514584","-0.67583376","0.040121354","-0.8674922","0.09809382","-0.58375615","-0.24582109","-0.6266545","-0.2390325","0.07856405","-0.047577053","-0.03469739","-0.54038686","0.08732369","0.76015556","0.41756025","0.056607738","-0.4065149","0.24484147","0.17230754","-0.41685882","-0.43963808","-0.42226624","-0.019133313","-0.31969744","0.6951749","0.35378364","0.53222686","-0.19341122","0.39371186","-1.0424258"
"moscow","0.3399199","-0.34685785","0.535842","0.24154253","0.7768062","0.60533893","-0.11197216","0.11737292","-0.11891961","0.27304414","-0.21810009","-0.03299452","-0.05694014","-0.2175722","-0.23182732","-0.42888412","-0.08882637","0.31984338","-0.38210735","-0.4238962","0.10747714","-0.13860126","0.14151822","-0.5664146","0.3338707","-0.42066383","0.0851888","0.3162572","-0.3933522","-0.84932756","-0.59756935","-0.1117697"
"second","-0.38475737","0.44357803","-0.3262753","-0.035592217","0.26812315","-0.4240761","-0.27515286","-0.20761815","-0.6503777","0.45305407","-0.2491296","-0.24247855","-0.19380994","0.14128515","-0.16718397","-0.17107159","-0.17966041","0.12609725","0.11123314","-0.08417232","0.1777308","-0.012855259","-0.48784825","0.30601552","0.26135978","0.15628175","-0.10670721","-0.38152206","0.61547065","0.014315324","-0.12791274","0.048638213"
"revised","0.50748235","-0.7758263","-0.5372798","0.24037202","0.020574689","-0.089894265","0.48657525","-0.29577768","-0.67435527","-0.07889691","-0.31995252","0.46386325","0.30390954","-0.21246767","0.16614872","-0.30579418","0.30284902","-0.4168576","0.16018385","0.44024056","-0.65406084","0.5954218","0.31923035","-0.40020913","-0.21414068","0.5069553","-0.018931894","0.105354175","-0.45663017","0.645166","0.34856603","-0.6937449"
"enlarged","-0.0019287544","0.39702573","0.07675076","0.1579717","0.21444844","0.5455212","-0.670147","0.43322805","-0.6418607","-0.2891551","0.17027843","0.095098585","-0.24363606","0.32579964","0.4826399","-0.36997432","-0.44420838","0.51661724","0.53806853","0.48229864","-0.82978374","-0.56984365","-0.13433783","0.048301604","-0.09712317","0.31860217","0.1046755","-0.52491295","-0.17830223","-0.5565804","0.42018387","-0.04525066"
"edition","0.07044634","-0.049634866","0.4063909","0.26338917","-0.38590387","-0.25873184","-0.18622394","-0.20218115","0.12438595","-0.48619124","-0.20072843","-0.21276444","0.221863","0.18557769","0.44909197","0.074274845","0.038228158","0.23502873","-0.25999406","-0.097721025","0.14242612","0.10901426","-0.04657866","-0.19079193","0.24172843","0.30623356","0.34989157","-0.08335644","0.17834142","0.08855852","-0.05083578","-0.14183182"
"appeared","-0.25639546","0.4087922","-0.3718048","-0.6095738","-0.43596938","0.0955728","0.06622395","0.2759625","0.011134221","-0.3634313","-0.18978013","0.045164395","-0.369844","0.5118493","0.30600142","0.61230546","0.37532923","-0.032944188","0.13945918","0.343476","0.6121309","-0.041292377","0.4196064","0.7426626","-0.37054023","0.21413745","-0.016938243","0.4510553","0.45239097","-0.045777556","0.24040012","0.6356994"
"1955","0.07878339","-0.28153658","0.11726986","0.4276333","-0.05184355","-0.21207418","0.6129303","-0.3293577","0.20253578","0.3464286","0.30235314","0.47359708","0.32453495","0.27438974","0.4315449","-0.65014404","0.265888","0.015095563","0.48984882","0.042800654","0.25288144","0.37797165","0.28720945","-0.40719217","0.0073072957","-0.29395986","0.2321239","-0.55067533","-0.44061157","0.33027813","-0.48489347","-0.38799825"
"third","-0.3791155","0.6135308","-0.5168027","0.14582075","-0.16507934","-0.054537244","0.46926537","0.019169554","-0.69591486","-0.45384437","0.34041455","0.3880507","-0.67184865","-0.66019785","-0.5560948","-0.0012215045","-0.3470485","-0.40742943","-0.025210518","0.2618476","-0.28608564","-0.13818619","-0.51285064","0.4068899","-0.26507506","0.053974736","-0.18082923","0.1383088","0.042631395","-0.50996864","-0.30698544","0.00781432"
"preparation","-0.24182822","-0.36542392","-0.48745733","0.0455021","-0.37667385","0.0385473","0.6097995","-0.004483353","-0.37254345","0.31222168","-0.15147527","0.33161035","0.17828183","-0.590194","0.057693705","0.19397882","0.06484466","-0.32752204","0.49499783","-0.01898881","-0.4032928","-0.4469802","0.46625468","-0.35788202","0.78211427","-0.55222946","-0.28379795","0.22908297","-0.38591754","0.046494126","-0.3868019","-0.24604663"
"present","0.38915697","-0.4839581","-0.017346075","-0.20756817","0.016568113","-0.3646395","0.3169899","0.48136958","0.6685425","0.089789234","0.4634773","0.15543437","-0.01094463","-0.13243444","0.09920499","0.19712165","-0.47453985","0.41219786","0.21757446","0.23665789","-0.31207678","0.11199669","-0.28858125","-0.22435376","-0.36300132","-0.004077039","-0.31865555","0.40629098","0.15438725","0.32661864","0.06779801","-0.054405205"
"translation","0.14954825","-0.49896947","-0.11937181","-0.42615247","-0.34258455","0.11502501","-0.623926","-0.4527631","-0.48541582","0.15983056","-0.05164424","0.07474561","0.20527782","0.15053868","0.32712734","0.018154994","0.6658495","0.014483615","0.025733858","0.18412104","-0.18440866","0.4068714","-0.5436096","0.40795344","-0.3832901","0.81747997","0.22752747","0.12821437","0.16397098","0.04726151","0.32103384","-0.4235492"
"has","0.057098243","0.24215116","0.1657885","-0.2020076","0.13685115","-0.3267802","-0.22678812","0.42164895","-0.051450703","-0.022313086","-0.048562896","0.2015327","-0.02408889","-0.3956837","-0.29053438","-0.018546931","0.33056983","-0.357208","-0.40882084","-0.06670941","0.018730693","-0.31603032","0.3020708","0.053817414","0.31198668","0.077443056","0.098859735","0.5249465","-0.18520442","-0.067440115","-0.13213494","-0.17542598"
"been","-0.14633827","-0.46255434","-0.37628928","0.20798181","0.25735056","0.2413648","-0.17437418","0.03299354","-0.3143496","-0.12683013","0.113052435","-0.12416964","0.03760823","0.4864913","-0.18874998","0.27690762","-0.0008246758","0.17975017","0.47948775","-0.36826333","-0.6029521","0.31246018","0.19980362","0.1783045","-0.22892995","0.10660081","-0.29556888","-0.5821538","0.49405685","0.37277827","0.34375092","0.20623232"
"made","0.27452874","0.38570628","-0.1733268","0.20954911","0.08786385","0.1883911","-0.18436809","0.13359971","-0.3161384","0.2140791","-0.62703395","-0.16231643","-0.19229724","0.12660566","-0.097334914","-0.068250656","0.09088958","-0.018593404","-0.05573112","-0.123154454","-0.03409946","0.3568815","0.00710663","-0.055569172","0.09128371","0.2649915","0.22661212","-0.27724248","0.19299743","0.29556727","0.190669","-0.17129041"
"from","0.27275652","0.08523285","0.39159802","-0.33018073","0.14846113","0.082321554","0.42181158","0.44555444","0.25519758","-0.20069247","0.41761437","0.27615944","0.0739451","-0.016281454","0.4064251","0.252555","0.02041418","-0.23872946","-0.63495654","0.2505766","0.20580344","-0.3539117","0.44379914","-0.0022071828","-0.0960171","0.18759377","0.13817658","0.58903086","-0.26399204","0.033842094","-0.27212328","-0.22903621"
"russian","-0.2499624","-0.12789822","-0.10247883","-0.20492195","0.026971303","-0.74022365","-0.41938272","-0.3907686","0.28360054","-0.40840682","-0.122391775","0.34595916","-0.25913","0.42416948","-0.25565913","-0.18834865","0.52516574","-0.034248505","0.055485513","0.5899988","-0.46542886","-0.17885992","-0.49316043","0.601741","-0.09498408","0.2354566","-0.21374471","0.43680015","-0.06348051","-0.14863011","-0.028902827","0.080195256"
"edited","0.7755119","-0.40543178","0.37222505","0.3648623","-0.26571578","0.5122482","0.49557438","-0.28322673","-0.15767589","-0.0051354114","0.4653225","-0.35649505","0.43320653","-0.25052014","-0.4256723","-0.51506734","0.08491198","-0.06122187","-0.08328429","0.12764491","-0.6092513","0.8930707","-0.27847242","-0.44149488","-0.35216847","-0.20841193","-0.14981751","-0.50092614","-0.3691499","-0.3893551","0.53426385","0.42839262"
"c","-0.33673605","-0.16620527","-0.7253097","-0.6288625","0.5286066","-0.44598663","0.6073816","0.6233546","-0.48507243","0.46349803","0.49216378","0.5913341","-0.23984303","0.35094574","0.32005215","-0.21722141","-0.41379392","0.37922814","0.7351568","0.36564776","0.120693594","-0.49359572","-0.4138658","0.6580246","0.027663108","0.06363763","0.06791612","-0.44938532","0.084402986","0.6631979","-0.48411968","-0.5979168"
"p","0.07264452","0.026846698","-0.7536554","-0.14899157","0.48267227","0.03559618","-0.4018112","-0.150727","-0.09862867","-0.42724863","-0.775056","-0.13527736","-0.011292966","0.41083547","0.21097527","-0.066257514","0.4708593","0.17077807","-0.29184818","0.10088151","-0.0781512","-0.20503412","-0.3622018","-0.29639557","0.039310046","0.3188557","-0.039827794","0.29648077","0.25667286","0.31610447","0.14538369","-0.18627095"
"dutt","-0.5453074","0.3680093","0.50416374","0.612049","-0.5027521","-0.3139047","-0.38720635","-0.120611325","0.154849","0.49636903","0.45112467","0.458728","-0.37370563","-0.48576248","-0.058727983","0.9659013","-0.35152712","-0.547549","-0.58356285","-0.7136013","0.2730072","-0.11340605","0.5080631","-0.20370686","0.3081546","-0.094684415","-0.10889004","0.6826212","0.41793305","-0.2589053","-0.44415602","-0.45264354"
"andrew","0.57745934","0.18256879","0.5692179","-0.10439938","-0.5312033","0.15053022","0.22627535","-0.11880289","0.37166765","0.27890795","-0.6924184","-0.587028","0.42001724","-0.75857574","-0.43338418","-0.73867875","0.14045556","0.21428327","0.50963163","0.55263156","-0.565009","0.47990456","0.23027685","-0.048946805","-0.07117623","0.23279615","0.22142541","-0.07130762","-0.19252983","0.39247093","0.36337385","0.53387076"
"rothstein","0.47336435","-0.43275198","0.53199315","0.5741772","0.10209637","-0.035757046","0.6335386","-0.31294778","0.2612735","0.3065624","0.49330127","-0.06085465","0.59484005","0.23790766","0.7752222","0.11851268","0.47462854","-0.6313545","-0.7596704","-0.30545124","-0.29186642","0.058430143","0.10040392","-0.09108044","-0.33180782","-0.26165292","-0.35197282","0.017210208","0.6744033","-0.38340333","-0.06147604","-0.36874822"
"printed","-0.029214453","-0.2393031","0.36165503","-0.6243062","-0.13736671","-0.41537994","-0.44203323","-0.4092052","0.099840626","0.14765653","0.27476057","-0.23482832","-0.4273568","-0.19953065","0.36005068","0.43393058","0.34005135","0.21555774","-0.09926574","-0.6172365","-0.0818061","-0.28632343","0.1619597","-0.1601728","0.39558825","0.5353387","-0.5108186","-0.06752863","-0.38573822","0.92931855","-0.64104956","0.23948775"
"bound","0.05204523","0.62610704","-0.8356498","0.8339653","-0.22556771","-0.30094704","-0.45048738","-0.37345925","0.40531024","-0.040105034","0.1585277","0.05616567","-0.33154038","-0.24392901","-0.1353517","0.2818656","-0.44873965","0.54111326","0.64549726","-0.5331772","0.28530985","-0.2110729","0.25789604","0.6261892","-0.3590535","-0.42324197","0.16728008","0.17118677","-0.437542","-0.25165728","-0.5235422","0.0077441386"
"great","-0.28416935","-0.44981647","0.03956294","-0.08307055","-0.37552404","-0.14099711","0.2158968","-0.05295706","-0.049398303","-0.36217424","-0.6335083","0.4909093","-0.030503293","-0.25752681","0.38476378","-0.09783049","-0.06366586","-0.49170268","0.1029414","0.7282997","0.31810758","0.35539594","-0.48708022","-0.81690073","0.5725999","-0.5093088","0.6044017","0.81075823","-0.37249133","-0.36466372","0.41780326","-0.30928493"
"britain","0.52463","0.099345006","0.18640704","-0.31986615","-0.34017628","-0.4749208","0.54499453","0.45847353","0.08976545","0.58618873","0.048731558","-0.09028123","-0.163162","-0.41329184","-0.1466137","0.48349884","-0.31500843","0.36628142","-0.86362725","-0.13779442","-0.57460976","0.34561306","0.32789415","0.13778125","0.17542495","0.54673284","0.3073909","-0.019127091","0.78795505","0.4103087","-0.0236593","-0.31479505"
"jarrold","0.16807994","-0.13432468","0.065231964","0.32785955","-0.6847896","0.7023208","0.7688585","0.07244664","0.5629902","-0.67154413","-0.10723916","-0.011311595","-0.4104987","-0.42886877","0.6407485","0.20069362","-0.509827","-0.1928415","0.698566","-0.06883628","0.44242132","0.41157672","0.094991006","-0.44494578","-0.63644266","-0.230708","-0.5633391","0.2958692","-0.6364069","0.29956838","0.1970615","-0.7612519"
